jeu_100_50_2.txt,104630,89975.514,11080.24047,6.704,
jeu_100_50_2.txt,104770,89399.624,10577.82424,6.443,
jeu_100_50_2.txt,104792,89996.8,10276.44363,6.442,
jeu_100_50_2.txt,103752,88960.212,9618.775165,6.487,
jeu_100_50_2.txt,104576,89103.774,10561.09879,6.732,
jeu_100_50_2.txt,104781,88198.498,10005.01013,6.478,
jeu_100_50_2.txt,104691,89357.944,11012.28731,6.448,
jeu_100_50_2.txt,104274,88576.086,10156.33648,6.303,
jeu_100_50_2.txt,103404,90610.994,10438.23594,6.579,
jeu_100_50_2.txt,104792,91001.064,10204.49092,6.307,
,104792,89518.051,10393.07431,6.4923,880.8652394
