jeu_200_50_1.txt,354535,292872.41,38781.26325,21.377,
jeu_200_50_1.txt,360330,296253.4733,41653.2069,20.936,
jeu_200_50_1.txt,362595,287508.7533,43162.29696,21.043,
jeu_200_50_1.txt,359465,293682.27,41956.4913,21.593,
jeu_200_50_1.txt,355276,294844.1167,40930.71645,21.455,
jeu_200_50_1.txt,355127,292750.9367,43589.6496,21.543,
jeu_200_50_1.txt,359551,299428.63,44805.02113,22.069,
jeu_200_50_1.txt,358814,294416.3233,42030.74235,22.831,
jeu_200_50_1.txt,355722,293787.7533,43189.92629,22.028,
jeu_200_50_1.txt,362986,295172.5667,44146.31167,21.461,
,362986,294071.7233,42424.56259,21.6336,3016.093808
