jeu_200_50_3.txt,208979,147863.032,43891.99239190421,28.513
jeu_200_50_3.txt,212051,147556.768,46078.710324293745,29.623
jeu_200_50_3.txt,210204,142029.808,46889.34351857719,30.623
jeu_200_50_3.txt,210267,142796.066,46934.21601443496,30.826
jeu_200_50_3.txt,217450,144584.41,48132.35424906933,29.942
jeu_200_50_3.txt,216071,148492.742,47316.643272483285,31.07
jeu_200_50_3.txt,217405,147435.994,48791.675715863275,29.971
jeu_200_50_3.txt,216287,147287.308,49134.10423806604,30.751
jeu_200_50_3.txt,215008,148297.368,47210.25454500937,29.873
jeu_200_50_3.txt,210810,145287.436,46500.40375964392,28.459
