jeu_200_25_3.txt,219202,198598.502,15080.4496,32.631,
jeu_200_25_3.txt,219903,199814.888,15977.98033,33.171,
jeu_200_25_3.txt,220929,200109.58,15915.18724,33.401,
jeu_200_25_3.txt,220466,200304.73,15541.46868,32.526,
jeu_200_25_3.txt,220868,202384.388,15861.40571,32.359,
jeu_200_25_3.txt,220545,199842.714,15358.34272,32.151,
jeu_200_25_3.txt,219322,201485.382,15003.16602,32.407,
jeu_200_25_3.txt,220245,197608.458,14404.78926,32.204,
jeu_200_25_3.txt,218684,199278.16,15362.96499,32.253,
jeu_200_25_3.txt,219218,200253.382,15545.82102,32.504,
,220929,199968.0184,15405.15756,32.5607,1346.362849
